timestamp,temperature_2m,relative_humidity_2m,rain,wind_speed_10m,cloud_cover,ghi,direct_normal_irradiance,diffuse_radiation,ghi_clearsky,pv_power_predicted,pv_actual,sg_timestamp_naive,utc_timestamp,image_path,image_path_prev1,image_path_prev2,time_diff_minutes
2024-01-02 08:00:00,24.3,97,0.0,8.4,100,29.0,8.2,28.0,36.07076171884735,29.0812,25.009832,2024-01-02 08:00:00,2024-01-02 00:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_000000.png,data/satellite_aws/2024/01/himawari_sg_20240101_235000.png,data/satellite_aws/2024/01/himawari_sg_20240101_234000.png,0.0
2024-01-02 09:00:00,25.8,93,0.0,4.9,100,135.0,54.7,118.0,237.59121676017148,134.568,115.72848,2024-01-02 09:00:00,2024-01-02 01:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_010000.png,data/satellite_aws/2024/01/himawari_sg_20240102_005000.png,data/satellite_aws/2024/01/himawari_sg_20240102_004000.png,0.0
2024-01-02 10:00:00,27.6,85,0.1,9.9,97,397.0,419.1,178.0,474.7903288848956,392.8712,337.869232,2024-01-02 10:00:00,2024-01-02 02:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_020000.png,data/satellite_aws/2024/01/himawari_sg_20240102_015000.png,data/satellite_aws/2024/01/himawari_sg_20240102_014000.png,0.0
2024-01-02 11:00:00,28.9,78,0.1,10.2,99,549.0,500.0,200.0,677.9889507427133,540.4356,464.774616,2024-01-02 11:00:00,2024-01-02 03:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_030000.png,data/satellite_aws/2024/01/himawari_sg_20240102_025000.png,data/satellite_aws/2024/01/himawari_sg_20240102_023000.png,0.0
2024-01-02 12:00:00,29.8,75,0.3,10.4,99,722.0,592.5,233.0,825.1352857663882,708.1376,608.998336,2024-01-02 12:00:00,2024-01-02 04:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_040000.png,data/satellite_aws/2024/01/himawari_sg_20240102_035000.png,data/satellite_aws/2024/01/himawari_sg_20240102_034000.png,0.0
2024-01-02 13:00:00,28.6,79,5.7,15.8,100,756.0,572.7,243.0,903.9078881723281,745.1136,640.797696,2024-01-02 13:00:00,2024-01-02 05:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_050000.png,data/satellite_aws/2024/01/himawari_sg_20240102_045000.png,data/satellite_aws/2024/01/himawari_sg_20240102_044000.png,0.0
2024-01-02 14:00:00,27.1,87,7.1,9.1,100,364.0,162.5,217.0,908.1887657029356,360.9424,310.41046400000005,2024-01-02 14:00:00,2024-01-02 06:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_060000.png,data/satellite_aws/2024/01/himawari_sg_20240102_055000.png,data/satellite_aws/2024/01/himawari_sg_20240102_054000.png,0.0
2024-01-02 15:00:00,28.6,82,0.4,10.8,100,650.0,392.4,316.0,837.6480265275846,640.64,550.9504000000001,2024-01-02 15:00:00,2024-01-02 07:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_070000.png,data/satellite_aws/2024/01/himawari_sg_20240102_065000.png,data/satellite_aws/2024/01/himawari_sg_20240102_064000.png,0.0
2024-01-02 16:00:00,28.3,83,2.2,13.1,98,619.0,562.8,203.0,697.7347216405191,610.8292,525.313112,2024-01-02 16:00:00,2024-01-02 08:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_080000.png,data/satellite_aws/2024/01/himawari_sg_20240102_075000.png,data/satellite_aws/2024/01/himawari_sg_20240102_074000.png,0.0
2024-01-02 17:00:00,27.4,84,1.9,12.1,94,284.0,164.9,189.0,500.0006316639512,281.27360000000004,241.89529600000003,2024-01-02 17:00:00,2024-01-02 09:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240102_090000.png,data/satellite_aws/2024/01/himawari_sg_20240102_085000.png,data/satellite_aws/2024/01/himawari_sg_20240102_084000.png,0.0
2024-01-03 08:00:00,24.3,97,0.0,5.7,100,20.0,16.4,18.0,35.34960901289512,20.055999999999997,17.24816,2024-01-03 08:00:00,2024-01-03 00:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240103_000000.png,data/satellite_aws/2024/01/himawari_sg_20240102_235000.png,data/satellite_aws/2024/01/himawari_sg_20240102_234000.png,0.0
2024-01-03 09:00:00,24.7,97,9.9,4.7,100,39.0,6.5,37.0,236.3853779239046,39.046800000000005,33.580248000000005,2024-01-03 09:00:00,2024-01-03 01:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240103_010000.png,data/satellite_aws/2024/01/himawari_sg_20240103_005000.png,data/satellite_aws/2024/01/himawari_sg_20240103_004000.png,0.0
2024-01-03 10:00:00,25.5,93,6.4,7.8,100,71.0,0.0,71.0,473.99157207861936,70.858,60.93788,2024-01-03 10:00:00,2024-01-03 02:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240103_020000.png,data/satellite_aws/2024/01/himawari_sg_20240103_015000.png,data/satellite_aws/2024/01/himawari_sg_20240103_014000.png,0.0
2024-01-03 11:00:00,25.8,91,1.5,10.1,100,83.0,0.0,83.0,677.7499282162577,82.73440000000001,71.151584,2024-01-03 11:00:00,2024-01-03 03:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240103_030000.png,data/satellite_aws/2024/01/himawari_sg_20240103_025000.png,data/satellite_aws/2024/01/himawari_sg_20240103_023000.png,0.0
2024-01-03 12:00:00,27.1,86,0.1,11.8,100,298.0,17.0,284.0,825.5157114881231,295.4968,254.127248,2024-01-03 12:00:00,2024-01-03 04:00:00+00:00,data/satellite_aws/2024/01/himawari_sg_20240103_040000.png,data/satellite_aws/2024/01/himawari_sg_20240103_035000.png,data/satellite_aws/2024/01/himawari_sg_20240103_034000.png,0.0
